"","Nyears","startPop","noise","nbreaksin","nbreaksout","startK","startR","changeK","changeR","victory","inSet"
"1",15,3000,5,0,2,2000,2,75,25,0,0
"2",15,3000,5,1,1,2000,2,75,25,1,1
"3",15,3000,5,2,2,2000,2,75,25,1,1
"4",15,3000,5,2,2,2000,2,75,25,1,1
"5",20,3000,5,0,2,2000,2,75,25,0,0
"6",20,3000,5,1,3,2000,2,75,25,2,0
"7",20,3000,5,2,3,2000,2,75,25,2,0
"8",20,3000,5,2,2,2000,2,75,25,1,1
"9",25,3000,5,0,5,2000,2,75,25,0,0
"10",25,3000,5,1,2,2000,2,75,25,2,0
"11",25,3000,5,2,4,2000,2,75,25,2,0
"12",25,3000,5,3,4,2000,2,75,25,2,1
"13",30,3000,5,0,3,2000,2,75,25,0,0
"14",30,3000,5,1,3,2000,2,75,25,2,0
"15",30,3000,5,2,5,2000,2,75,25,2,0
"16",30,3000,5,3,4,2000,2,75,25,2,0
"17",20,3000,5,0,0,2000,-0.5,75,0,1,1
"18",20,3000,5,1,0,2000,-0.5,75,0,0,0
"19",20,3000,5,2,0,2000,-0.5,75,0,0,0
"20",20,3000,5,3,0,2000,-0.5,75,0,0,0
"21",20,3000,5,0,0,2000,-0.5,75,10,1,1
"22",20,3000,5,1,0,2000,-0.5,75,10,0,0
"23",20,3000,5,2,0,2000,-0.5,75,10,0,0
"24",20,3000,5,3,0,2000,-0.5,75,10,0,0
"25",20,3000,5,0,0,2000,-0.5,75,25,1,1
"26",20,3000,5,1,0,2000,-0.5,75,25,0,0
"27",20,3000,5,2,0,2000,-0.5,75,25,0,0
"28",20,3000,5,2,0,2000,-0.5,75,25,0,0
"29",20,3000,5,0,0,2000,-0.5,75,50,1,1
"30",20,3000,5,1,0,2000,-0.5,75,50,0,0
"31",20,3000,5,2,0,2000,-0.5,75,50,0,0
"32",20,3000,5,2,0,2000,-0.5,75,50,0,0
"33",20,3000,5,0,0,2000,-0.5,75,75,1,1
"34",20,3000,5,1,0,2000,-0.5,75,75,0,0
"35",20,3000,5,2,0,2000,-0.5,75,75,0,0
"36",20,3000,5,3,0,2000,-0.5,75,75,0,0
"37",20,3000,5,0,0,2000,-0.5,0,25,1,1
"38",20,3000,5,1,0,2000,-0.5,0,25,0,0
"39",20,3000,5,2,0,2000,-0.5,0,25,0,0
"40",20,3000,5,3,0,2000,-0.5,0,25,0,0
"41",20,3000,5,0,0,2000,-0.5,10,25,1,1
"42",20,3000,5,1,0,2000,-0.5,10,25,0,0
"43",20,3000,5,2,0,2000,-0.5,10,25,0,0
"44",20,3000,5,3,0,2000,-0.5,10,25,0,0
"45",20,3000,5,0,0,2000,-0.5,25,25,1,1
"46",20,3000,5,1,0,2000,-0.5,25,25,0,0
"47",20,3000,5,2,0,2000,-0.5,25,25,0,0
"48",20,3000,5,3,0,2000,-0.5,25,25,0,0
"49",20,3000,5,0,0,2000,-0.5,50,25,1,1
"50",20,3000,5,1,0,2000,-0.5,50,25,0,0
"51",20,3000,5,2,0,2000,-0.5,50,25,0,0
"52",20,3000,5,3,0,2000,-0.5,50,25,0,0
"53",20,3000,5,0,0,2000,-0.5,75,25,1,1
"54",20,3000,5,1,0,2000,-0.5,75,25,0,0
"55",20,3000,5,2,0,2000,-0.5,75,25,0,0
"56",20,3000,5,2,0,2000,-0.5,75,25,0,0
"57",20,3000,5,0,0,2000,0.5,75,0,1,1
"58",20,3000,5,1,2,2000,0.5,75,0,2,1
"59",20,3000,5,2,3,2000,0.5,75,0,2,0
"60",20,3000,5,3,3,2000,0.5,75,0,4,0
"61",20,3000,5,0,1,2000,0.5,75,10,0,0
"62",20,3000,5,1,1,2000,0.5,75,10,1,1
"63",20,3000,5,2,2,2000,0.5,75,10,1,1
"64",20,3000,5,3,3,2000,0.5,75,10,1,1
"65",20,3000,5,0,3,2000,0.5,75,25,0,0
"66",20,3000,5,1,3,2000,0.5,75,25,2,1
"67",20,3000,5,2,2,2000,0.5,75,25,4,1
"68",20,3000,5,3,4,2000,0.5,75,25,2,0
"69",20,3000,5,0,1,2000,0.5,75,50,0,1
"70",20,3000,5,1,2,2000,0.5,75,50,2,0
"71",20,3000,5,2,3,2000,0.5,75,50,2,0
"72",20,3000,5,3,2,2000,0.5,75,50,3,0
"73",20,3000,5,0,1,2000,0.5,75,75,0,0
"74",20,3000,5,1,2,2000,0.5,75,75,2,0
"75",20,3000,5,2,3,2000,0.5,75,75,2,0
"76",20,3000,5,3,3,2000,0.5,75,75,4,0
"77",20,3000,5,0,3,2000,0.5,0,25,0,0
"78",20,3000,5,1,2,2000,0.5,0,25,0,0
"79",20,3000,5,2,2,2000,0.5,0,25,4,0
"80",20,3000,5,3,3,2000,0.5,0,25,0,0
"81",20,3000,5,0,3,2000,0.5,10,25,0,0
"82",20,3000,5,1,1,2000,0.5,10,25,0,1
"83",20,3000,5,2,3,2000,0.5,10,25,0,0
"84",20,3000,5,3,2,2000,0.5,10,25,3,0
"85",20,3000,5,0,3,2000,0.5,25,25,0,0
"86",20,3000,5,1,2,2000,0.5,25,25,2,0
"87",20,3000,5,2,3,2000,0.5,25,25,0,0
"88",20,3000,5,3,3,2000,0.5,25,25,4,1
"89",20,3000,5,0,1,2000,0.5,50,25,0,0
"90",20,3000,5,1,2,2000,0.5,50,25,2,0
"91",20,3000,5,2,2,2000,0.5,50,25,1,1
"92",20,3000,5,3,3,2000,0.5,50,25,4,0
"93",20,3000,5,0,2,2000,0.5,75,25,0,0
"94",20,3000,5,1,1,2000,0.5,75,25,1,1
"95",20,3000,5,2,3,2000,0.5,75,25,2,0
"96",20,3000,5,2,2,2000,0.5,75,25,1,1
"97",20,3000,5,0,1,2000,1,75,0,0,0
"98",20,3000,5,1,1,2000,1,75,0,1,1
"99",20,3000,5,2,2,2000,1,75,0,1,1
"100",20,3000,5,2,2,2000,1,75,0,1,1
"101",20,3000,5,0,2,2000,1,75,10,0,0
"102",20,3000,5,1,2,2000,1,75,10,2,0
"103",20,3000,5,2,2,2000,1,75,10,1,1
"104",20,3000,5,3,3,2000,1,75,10,1,1
"105",20,3000,5,0,2,2000,1,75,25,0,0
"106",20,3000,5,1,2,2000,1,75,25,2,0
"107",20,3000,5,2,2,2000,1,75,25,1,1
"108",20,3000,5,2,2,2000,1,75,25,1,1
"109",20,3000,5,0,2,2000,1,75,50,0,0
"110",20,3000,5,1,3,2000,1,75,50,2,0
"111",20,3000,5,2,3,2000,1,75,50,2,1
"112",20,3000,5,3,3,2000,1,75,50,1,1
"113",20,3000,5,0,0,2000,1,75,75,1,1
"114",20,3000,5,1,2,2000,1,75,75,0,0
"115",20,3000,5,2,2,2000,1,75,75,1,1
"116",20,3000,5,3,3,2000,1,75,75,4,0
"117",20,3000,5,0,0,2000,1,0,25,1,1
"118",20,3000,5,1,2,2000,1,0,25,0,0
"119",20,3000,5,2,3,2000,1,0,25,0,0
"120",20,3000,5,3,1,2000,1,0,25,0,0
"121",20,3000,5,0,2,2000,1,10,25,0,0
"122",20,3000,5,1,1,2000,1,10,25,1,1
"123",20,3000,5,2,2,2000,1,10,25,1,1
"124",20,3000,5,3,2,2000,1,10,25,0,0
"125",20,3000,5,0,2,2000,1,25,25,0,1
"126",20,3000,5,1,3,2000,1,25,25,2,0
"127",20,3000,5,2,3,2000,1,25,25,0,0
"128",20,3000,5,3,3,2000,1,25,25,1,1
"129",20,3000,5,0,2,2000,1,50,25,0,0
"130",20,3000,5,1,1,2000,1,50,25,1,1
"131",20,3000,5,2,4,2000,1,50,25,2,0
"132",20,3000,5,3,3,2000,1,50,25,1,1
"133",20,3000,5,0,2,2000,1,75,25,0,1
"134",20,3000,5,1,1,2000,1,75,25,1,1
"135",20,3000,5,2,3,2000,1,75,25,2,0
"136",20,3000,5,3,3,2000,1,75,25,1,1
"137",20,3000,5,0,0,2000,1.5,75,0,1,1
"138",20,3000,5,1,1,2000,1.5,75,0,1,1
"139",20,3000,5,2,2,2000,1.5,75,0,1,1
"140",20,3000,5,3,3,2000,1.5,75,0,4,0
"141",20,3000,5,0,2,2000,1.5,75,10,0,0
"142",20,3000,5,1,2,2000,1.5,75,10,2,0
"143",20,3000,5,2,2,2000,1.5,75,10,1,1
"144",20,3000,5,3,3,2000,1.5,75,10,1,1
"145",20,3000,5,0,2,2000,1.5,75,25,0,0
"146",20,3000,5,1,2,2000,1.5,75,25,2,0
"147",20,3000,5,2,3,2000,1.5,75,25,2,0
"148",20,3000,5,2,2,2000,1.5,75,25,1,1
"149",20,3000,5,0,1,2000,1.5,75,50,0,1
"150",20,3000,5,1,2,2000,1.5,75,50,2,0
"151",20,3000,5,2,3,2000,1.5,75,50,2,0
"152",20,3000,5,3,3,2000,1.5,75,50,1,1
"153",20,3000,5,0,3,2000,1.5,75,75,0,0
"154",20,3000,5,1,2,2000,1.5,75,75,2,1
"155",20,3000,5,2,3,2000,1.5,75,75,2,0
"156",20,3000,5,3,3,2000,1.5,75,75,4,1
"157",20,3000,5,0,0,2000,1.5,0,25,1,1
"158",20,3000,5,1,3,2000,1.5,0,25,0,0
"159",20,3000,5,2,0,2000,1.5,0,25,0,0
"160",20,3000,5,3,3,2000,1.5,0,25,4,0
"161",20,3000,5,0,0,2000,1.5,10,25,1,1
"162",20,3000,5,1,2,2000,1.5,10,25,2,0
"163",20,3000,5,2,3,2000,1.5,10,25,2,0
"164",20,3000,5,3,3,2000,1.5,10,25,4,1
"165",20,3000,5,0,3,2000,1.5,25,25,0,0
"166",20,3000,5,1,1,2000,1.5,25,25,1,1
"167",20,3000,5,2,2,2000,1.5,25,25,1,1
"168",20,3000,5,3,3,2000,1.5,25,25,4,0
"169",20,3000,5,0,0,2000,1.5,50,25,1,1
"170",20,3000,5,1,2,2000,1.5,50,25,2,1
"171",20,3000,5,2,2,2000,1.5,50,25,1,1
"172",20,3000,5,3,3,2000,1.5,50,25,1,1
"173",20,3000,5,0,2,2000,1.5,75,25,0,0
"174",20,3000,5,1,3,2000,1.5,75,25,2,0
"175",20,3000,5,2,2,2000,1.5,75,25,1,1
"176",20,3000,5,3,3,2000,1.5,75,25,1,1
"177",20,3000,5,0,1,2000,2,75,0,0,0
"178",20,3000,5,1,3,2000,2,75,0,2,0
"179",20,3000,5,2,3,2000,2,75,0,2,0
"180",20,3000,5,3,3,2000,2,75,0,4,0
"181",20,3000,5,0,2,2000,2,75,10,0,0
"182",20,3000,5,1,3,2000,2,75,10,2,0
