"","Nyears","startPop","noise","nbreaksin","nbreaksout","startK","startR","changeK","changeR","victory","inSet"
"1",15,3000,2,0,2,2000,2,75,25,0,1
"2",15,3000,2,1,2,2000,2,75,25,2,1
"3",15,3000,2,2,2,2000,2,75,25,1,1
"4",15,3000,2,3,2,2000,2,75,25,3,0
"5",20,3000,2,0,3,2000,2,75,25,0,1
"6",20,3000,2,1,2,2000,2,75,25,0,1
"7",20,3000,2,2,2,2000,2,75,25,1,1
"8",20,3000,2,3,3,2000,2,75,25,4,0
"9",25,3000,2,0,3,2000,2,75,25,0,0
"10",25,3000,2,1,5,2000,2,75,25,2,1
"11",25,3000,2,2,3,2000,2,75,25,2,1
"12",25,3000,2,3,3,2000,2,75,25,4,1
"13",30,3000,2,0,5,2000,2,75,25,0,0
"14",30,3000,2,1,4,2000,2,75,25,2,1
"15",30,3000,2,2,3,2000,2,75,25,2,1
"16",30,3000,2,3,5,2000,2,75,25,2,1
"17",20,3000,2,0,0,2000,-0.5,75,0,1,1
"18",20,3000,2,1,0,2000,-0.5,75,0,0,0
"19",20,3000,2,2,0,2000,-0.5,75,0,0,0
"20",20,3000,2,3,0,2000,-0.5,75,0,0,0
"21",20,3000,2,0,0,2000,-0.5,75,10,1,1
"22",20,3000,2,1,0,2000,-0.5,75,10,0,0
"23",20,3000,2,2,0,2000,-0.5,75,10,0,0
"24",20,3000,2,3,0,2000,-0.5,75,10,0,0
"25",20,3000,2,0,0,2000,-0.5,75,25,1,1
"26",20,3000,2,1,0,2000,-0.5,75,25,0,0
"27",20,3000,2,2,0,2000,-0.5,75,25,0,0
"28",20,3000,2,3,0,2000,-0.5,75,25,0,0
"29",20,3000,2,0,0,2000,-0.5,75,50,1,1
"30",20,3000,2,1,0,2000,-0.5,75,50,0,0
"31",20,3000,2,2,0,2000,-0.5,75,50,0,0
"32",20,3000,2,3,0,2000,-0.5,75,50,0,0
"33",20,3000,2,0,0,2000,-0.5,75,75,1,1
"34",20,3000,2,1,0,2000,-0.5,75,75,0,0
"35",20,3000,2,2,0,2000,-0.5,75,75,0,0
"36",20,3000,2,3,0,2000,-0.5,75,75,0,0
"37",20,3000,2,0,0,2000,-0.5,0,25,1,1
"38",20,3000,2,1,0,2000,-0.5,0,25,0,0
"39",20,3000,2,2,0,2000,-0.5,0,25,0,0
"40",20,3000,2,3,0,2000,-0.5,0,25,0,0
"41",20,3000,2,0,0,2000,-0.5,10,25,1,1
"42",20,3000,2,1,0,2000,-0.5,10,25,0,0
"43",20,3000,2,2,0,2000,-0.5,10,25,0,0
"44",20,3000,2,3,0,2000,-0.5,10,25,0,0
"45",20,3000,2,0,0,2000,-0.5,25,25,1,1
"46",20,3000,2,1,0,2000,-0.5,25,25,0,0
"47",20,3000,2,2,0,2000,-0.5,25,25,0,0
"48",20,3000,2,3,0,2000,-0.5,25,25,0,0
"49",20,3000,2,0,0,2000,-0.5,50,25,1,1
"50",20,3000,2,1,0,2000,-0.5,50,25,0,0
"51",20,3000,2,2,0,2000,-0.5,50,25,0,0
"52",20,3000,2,3,0,2000,-0.5,50,25,0,0
"53",20,3000,2,0,0,2000,-0.5,75,25,1,1
"54",20,3000,2,1,0,2000,-0.5,75,25,0,0
"55",20,3000,2,2,0,2000,-0.5,75,25,0,0
"56",20,3000,2,3,0,2000,-0.5,75,25,0,0
"57",20,3000,2,0,3,2000,0.5,75,0,0,1
"58",20,3000,2,1,2,2000,0.5,75,0,2,1
"59",20,3000,2,2,3,2000,0.5,75,0,2,1
"60",20,3000,2,3,3,2000,0.5,75,0,1,1
"61",20,3000,2,0,3,2000,0.5,75,10,0,1
"62",20,3000,2,1,2,2000,0.5,75,10,2,1
"63",20,3000,2,2,2,2000,0.5,75,10,1,1
"64",20,3000,2,3,3,2000,0.5,75,10,1,1
"65",20,3000,2,0,2,2000,0.5,75,25,0,1
"66",20,3000,2,1,2,2000,0.5,75,25,2,1
"67",20,3000,2,2,2,2000,0.5,75,25,1,1
"68",20,3000,2,3,3,2000,0.5,75,25,1,1
"69",20,3000,2,0,3,2000,0.5,75,50,0,0
"70",20,3000,2,1,3,2000,0.5,75,50,2,1
"71",20,3000,2,2,2,2000,0.5,75,50,1,1
"72",20,3000,2,3,3,2000,0.5,75,50,1,1
"73",20,3000,2,0,3,2000,0.5,75,75,0,0
"74",20,3000,2,1,3,2000,0.5,75,75,2,1
"75",20,3000,2,2,2,2000,0.5,75,75,1,1
"76",20,3000,2,3,3,2000,0.5,75,75,4,0
"77",20,3000,2,0,4,2000,0.5,0,25,0,1
"78",20,3000,2,1,2,2000,0.5,0,25,0,0
"79",20,3000,2,2,3,2000,0.5,0,25,0,0
"80",20,3000,2,3,2,2000,0.5,0,25,0,0
"81",20,3000,2,0,2,2000,0.5,10,25,0,0
"82",20,3000,2,1,3,2000,0.5,10,25,2,1
"83",20,3000,2,2,3,2000,0.5,10,25,2,1
"84",20,3000,2,3,3,2000,0.5,10,25,0,1
"85",20,3000,2,0,2,2000,0.5,25,25,0,1
"86",20,3000,2,1,2,2000,0.5,25,25,2,1
"87",20,3000,2,2,2,2000,0.5,25,25,1,1
"88",20,3000,2,3,3,2000,0.5,25,25,0,0
"89",20,3000,2,0,2,2000,0.5,50,25,0,1
"90",20,3000,2,1,3,2000,0.5,50,25,2,1
"91",20,3000,2,2,2,2000,0.5,50,25,1,1
"92",20,3000,2,3,3,2000,0.5,50,25,1,1
"93",20,3000,2,0,2,2000,0.5,75,25,0,1
"94",20,3000,2,1,3,2000,0.5,75,25,0,1
"95",20,3000,2,2,3,2000,0.5,75,25,2,1
"96",20,3000,2,3,3,2000,0.5,75,25,1,1
"97",20,3000,2,0,1,2000,1,75,0,0,1
"98",20,3000,2,1,3,2000,1,75,0,2,1
"99",20,3000,2,2,2,2000,1,75,0,1,1
"100",20,3000,2,2,2,2000,1,75,0,1,1
"101",20,3000,2,0,1,2000,1,75,10,0,1
"102",20,3000,2,1,2,2000,1,75,10,2,0
"103",20,3000,2,2,2,2000,1,75,10,1,1
"104",20,3000,2,3,3,2000,1,75,10,1,1
"105",20,3000,2,0,2,2000,1,75,25,0,1
"106",20,3000,2,1,1,2000,1,75,25,1,1
"107",20,3000,2,2,2,2000,1,75,25,1,1
"108",20,3000,2,3,2,2000,1,75,25,1,1
"109",20,3000,2,0,0,2000,1,75,50,1,1
"110",20,3000,2,1,3,2000,1,75,50,2,1
"111",20,3000,2,2,3,2000,1,75,50,2,1
"112",20,3000,2,3,3,2000,1,75,50,1,1
"113",20,3000,2,0,2,2000,1,75,75,0,1
"114",20,3000,2,1,2,2000,1,75,75,2,1
"115",20,3000,2,2,3,2000,1,75,75,2,1
"116",20,3000,2,3,2,2000,1,75,75,0,0
"117",20,3000,2,0,3,2000,1,0,25,0,1
"118",20,3000,2,1,1,2000,1,0,25,0,1
"119",20,3000,2,2,1,2000,1,0,25,0,0
"120",20,3000,2,3,2,2000,1,0,25,0,0
"121",20,3000,2,0,2,2000,1,10,25,0,1
"122",20,3000,2,1,2,2000,1,10,25,0,1
"123",20,3000,2,2,3,2000,1,10,25,2,1
"124",20,3000,2,3,3,2000,1,10,25,1,1
"125",20,3000,2,0,2,2000,1,25,25,0,1
"126",20,3000,2,1,2,2000,1,25,25,2,1
"127",20,3000,2,2,2,2000,1,25,25,1,1
"128",20,3000,2,3,3,2000,1,25,25,1,1
"129",20,3000,2,0,1,2000,1,50,25,0,1
"130",20,3000,2,1,2,2000,1,50,25,2,1
"131",20,3000,2,2,3,2000,1,50,25,2,1
"132",20,3000,2,3,3,2000,1,50,25,1,1
"133",20,3000,2,0,3,2000,1,75,25,0,1
"134",20,3000,2,1,3,2000,1,75,25,2,1
"135",20,3000,2,2,3,2000,1,75,25,2,1
"136",20,3000,2,2,3,2000,1,75,25,2,1
"137",20,3000,2,0,2,2000,1.5,75,0,0,1
"138",20,3000,2,1,1,2000,1.5,75,0,1,1
"139",20,3000,2,2,2,2000,1.5,75,0,1,1
"140",20,3000,2,3,3,2000,1.5,75,0,1,1
"141",20,3000,2,0,2,2000,1.5,75,10,0,1
"142",20,3000,2,1,1,2000,1.5,75,10,1,1
"143",20,3000,2,2,3,2000,1.5,75,10,2,1
"144",20,3000,2,2,2,2000,1.5,75,10,1,1
"145",20,3000,2,0,2,2000,1.5,75,25,0,1
"146",20,3000,2,1,3,2000,1.5,75,25,2,1
"147",20,3000,2,2,2,2000,1.5,75,25,1,1
"148",20,3000,2,3,3,2000,1.5,75,25,1,1
"149",20,3000,2,0,2,2000,1.5,75,50,0,0
"150",20,3000,2,1,3,2000,1.5,75,50,2,1
"151",20,3000,2,2,3,2000,1.5,75,50,2,1
"152",20,3000,2,2,2,2000,1.5,75,50,1,1
"153",20,3000,2,0,0,2000,1.5,75,75,1,1
"154",20,3000,2,1,2,2000,1.5,75,75,2,0
"155",20,3000,2,2,3,2000,1.5,75,75,2,1
"156",20,3000,2,3,3,2000,1.5,75,75,1,1
"157",20,3000,2,0,3,2000,1.5,0,25,0,1
"158",20,3000,2,1,2,2000,1.5,0,25,0,1
"159",20,3000,2,2,3,2000,1.5,0,25,2,1
"160",20,3000,2,3,2,2000,1.5,0,25,0,1
"161",20,3000,2,0,1,2000,1.5,10,25,0,1
"162",20,3000,2,1,2,2000,1.5,10,25,0,1
"163",20,3000,2,2,2,2000,1.5,10,25,1,1
"164",20,3000,2,3,4,2000,1.5,10,25,2,1
"165",20,3000,2,0,2,2000,1.5,25,25,0,1
"166",20,3000,2,1,3,2000,1.5,25,25,2,1
"167",20,3000,2,2,3,2000,1.5,25,25,2,1
"168",20,3000,2,3,3,2000,1.5,25,25,1,1
"169",20,3000,2,0,1,2000,1.5,50,25,0,1
"170",20,3000,2,1,1,2000,1.5,50,25,1,1
"171",20,3000,2,2,2,2000,1.5,50,25,1,1
"172",20,3000,2,3,3,2000,1.5,50,25,1,1
"173",20,3000,2,0,2,2000,1.5,75,25,0,1
"174",20,3000,2,1,3,2000,1.5,75,25,2,1
"175",20,3000,2,2,3,2000,1.5,75,25,2,1
"176",20,3000,2,2,3,2000,1.5,75,25,2,1
"177",20,3000,2,0,2,2000,2,75,0,0,0
"178",20,3000,2,1,1,2000,2,75,0,1,1
"179",20,3000,2,2,3,2000,2,75,0,2,1
"180",20,3000,2,3,3,2000,2,75,0,1,1
"181",20,3000,2,0,1,2000,2,75,10,0,1
"182",20,3000,2,1,2,2000,2,75,10,2,1
"183",20,3000,2,2,3,2000,2,75,10,2,1
"184",20,3000,2,3,3,2000,2,75,10,1,1
"185",20,3000,2,0,2,2000,2,75,25,0,1
"186",20,3000,2,1,1,2000,2,75,25,1,1
"187",20,3000,2,2,2,2000,2,75,25,1,1
